Target,Doses,Model,Env,Frame,Sample Size,Value
0.33,5,MCA (delta=0.1),0.05,16,51,41.3
0.33,5,MCA (delta=0.1),0.05,17,54,41
0.33,5,MCA (delta=0.1),0.05,18,57,41.6
0.33,5,MCA (delta=0.1),0.05,19,60,41.4
0.33,5,MCA (delta=0.1),0.07,0,3,29.1
0.33,5,MCA (delta=0.1),0.07,1,6,31.7
0.33,5,MCA (delta=0.1),0.07,2,9,33
0.33,5,MCA (delta=0.1),0.07,3,12,34.4
0.33,5,MCA (delta=0.1),0.07,4,15,37.8
0.33,5,MCA (delta=0.1),0.07,5,18,39.2
0.33,5,MCA (delta=0.1),0.07,6,21,41.4
0.33,5,MCA (delta=0.1),0.07,7,24,42.6
0.33,5,MCA (delta=0.1),0.07,8,27,44.2
0.33,5,MCA (delta=0.1),0.07,9,30,46.7
0.33,5,MCA (delta=0.1),0.07,10,33,47.5
0.33,5,MCA (delta=0.1),0.07,11,36,47.5
0.33,5,MCA (delta=0.1),0.07,12,39,49.2
0.33,5,MCA (delta=0.1),0.07,13,42,48.8
0.33,5,MCA (delta=0.1),0.07,14,45,49.9
0.33,5,MCA (delta=0.1),0.07,15,48,50.9
0.33,5,MCA (delta=0.1),0.07,16,51,51.3
0.33,5,MCA (delta=0.1),0.07,17,54,52
0.33,5,MCA (delta=0.1),0.07,18,57,52
0.33,5,MCA (delta=0.1),0.07,19,60,52.8
0.33,5,MCA (delta=0.1),0.1,0,3,29.5
0.33,5,MCA (delta=0.1),0.1,1,6,35.4
0.33,5,MCA (delta=0.1),0.1,2,9,39.7
0.33,5,MCA (delta=0.1),0.1,3,12,42.9
0.33,5,MCA (delta=0.1),0.1,4,15,45.6
0.33,5,MCA (delta=0.1),0.1,5,18,49.1
0.33,5,MCA (delta=0.1),0.1,6,21,50.8
0.33,5,MCA (delta=0.1),0.1,7,24,51.8
0.33,5,MCA (delta=0.1),0.1,8,27,52.6
0.33,5,MCA (delta=0.1),0.1,9,30,54.8
0.33,5,MCA (delta=0.1),0.1,10,33,55.9
0.33,5,MCA (delta=0.1),0.1,11,36,56.6
0.33,5,MCA (delta=0.1),0.1,12,39,57.6
0.33,5,MCA (delta=0.1),0.1,13,42,57.5
0.33,5,MCA (delta=0.1),0.1,14,45,58
0.33,5,MCA (delta=0.1),0.1,15,48,58.1
0.33,5,MCA (delta=0.1),0.1,16,51,59.2
0.33,5,MCA (delta=0.1),0.1,17,54,59.5
0.33,5,MCA (delta=0.1),0.1,18,57,60.1
0.33,5,MCA (delta=0.1),0.1,19,60,59.7
0.33,5,MCA (delta=0.1),0.15,0,3,29.9
0.33,5,MCA (delta=0.1),0.15,1,6,37.7
0.33,5,MCA (delta=0.1),0.15,2,9,44.6
0.33,5,MCA (delta=0.1),0.15,3,12,48.7
0.33,5,MCA (delta=0.1),0.15,4,15,54.1
0.33,5,MCA (delta=0.1),0.15,5,18,57.8
0.33,5,MCA (delta=0.1),0.15,6,21,61.3
0.33,5,MCA (delta=0.1),0.15,7,24,62.7
0.33,5,MCA (delta=0.1),0.15,8,27,64.8
0.33,5,MCA (delta=0.1),0.15,9,30,66.2
0.33,5,MCA (delta=0.1),0.15,10,33,67.8
0.33,5,MCA (delta=0.1),0.15,11,36,69.1
0.33,5,MCA (delta=0.1),0.15,12,39,69.9
0.33,5,MCA (delta=0.1),0.15,13,42,71.2
0.33,5,MCA (delta=0.1),0.15,14,45,72.6
0.33,5,MCA (delta=0.1),0.15,15,48,73.3
0.33,5,MCA (delta=0.1),0.15,16,51,74.3
0.33,5,MCA (delta=0.1),0.15,17,54,73.9
0.33,5,MCA (delta=0.1),0.15,18,57,74.9
0.33,5,MCA (delta=0.1),0.15,19,60,75.1
0.33,5,MCA (delta=0.15),0.05,0,3,26.8
0.33,5,MCA (delta=0.15),0.05,1,6,28.3
0.33,5,MCA (delta=0.15),0.05,2,9,27
0.33,5,MCA (delta=0.15),0.05,3,12,29.9
0.33,5,MCA (delta=0.15),0.05,4,15,33.3
0.33,5,MCA (delta=0.15),0.05,5,18,33.6
0.33,5,MCA (delta=0.15),0.05,6,21,34.6
0.33,5,MCA (delta=0.15),0.05,7,24,35.3
0.33,5,MCA (delta=0.15),0.05,8,27,35.9
0.33,5,MCA (delta=0.15),0.05,9,30,36.1
0.33,5,MCA (delta=0.15),0.05,10,33,37.6
0.33,5,MCA (delta=0.15),0.05,11,36,37.4
0.33,5,MCA (delta=0.15),0.05,12,39,38.4
0.33,5,MCA (delta=0.15),0.05,13,42,39.4
0.33,5,MCA (delta=0.15),0.05,14,45,40.2
0.33,5,MCA (delta=0.15),0.05,15,48,41
0.33,5,MCA (delta=0.15),0.05,16,51,40.7
0.33,5,MCA (delta=0.15),0.05,17,54,41.3
0.33,5,MCA (delta=0.15),0.05,18,57,41.8
0.33,5,MCA (delta=0.15),0.05,19,60,41.6
0.33,5,MCA (delta=0.15),0.07,0,3,29.8
0.33,5,MCA (delta=0.15),0.07,1,6,33.5
0.33,5,MCA (delta=0.15),0.07,2,9,35
0.33,5,MCA (delta=0.15),0.07,3,12,33.9
0.33,5,MCA (delta=0.15),0.07,4,15,36.4
0.33,5,MCA (delta=0.15),0.07,5,18,37.8
0.33,5,MCA (delta=0.15),0.07,6,21,38.7
0.33,5,MCA (delta=0.15),0.07,7,24,40.6
0.33,5,MCA (delta=0.15),0.07,8,27,40.4
0.33,5,MCA (delta=0.15),0.07,9,30,41.4
0.33,5,MCA (delta=0.15),0.07,10,33,41.9
0.33,5,MCA (delta=0.15),0.07,11,36,42.2
0.33,5,MCA (delta=0.15),0.07,12,39,44.5
0.33,5,MCA (delta=0.15),0.07,13,42,45.8
0.33,5,MCA (delta=0.15),0.07,14,45,46.8
0.33,5,MCA (delta=0.15),0.07,15,48,46.9
0.33,5,MCA (delta=0.15),0.07,16,51,47.4
0.33,5,MCA (delta=0.15),0.07,17,54,47.2
0.33,5,MCA (delta=0.15),0.07,18,57,47.8
0.33,5,MCA (delta=0.15),0.07,19,60,48
0.33,5,MCA (delta=0.15),0.1,0,3,29.3
0.33,5,MCA (delta=0.15),0.1,1,6,34.8
0.33,5,MCA (delta=0.15),0.1,2,9,36.8
0.33,5,MCA (delta=0.15),0.1,3,12,42.8
0.33,5,MCA (delta=0.15),0.1,4,15,45.3
0.33,5,MCA (delta=0.15),0.1,5,18,48.7
0.33,5,MCA (delta=0.15),0.1,6,21,48.8
0.33,5,MCA (delta=0.15),0.1,7,24,51.6
0.33,5,MCA (delta=0.15),0.1,8,27,52.3
0.33,5,MCA (delta=0.15),0.1,9,30,53.7
0.33,5,MCA (delta=0.15),0.1,10,33,55.6
0.33,5,MCA (delta=0.15),0.1,11,36,56.5
0.33,5,MCA (delta=0.15),0.1,12,39,56.7
0.33,5,MCA (delta=0.15),0.1,13,42,57.7
0.33,5,MCA (delta=0.15),0.1,14,45,58.1
0.33,5,MCA (delta=0.15),0.1,15,48,58.5
0.33,5,MCA (delta=0.15),0.1,16,51,59.6
0.33,5,MCA (delta=0.15),0.1,17,54,60.4
0.33,5,MCA (delta=0.15),0.1,18,57,60.8
0.33,5,MCA (delta=0.15),0.1,19,60,61.1
0.33,5,MCA (delta=0.15),0.15,0,3,29.5
0.33,5,MCA (delta=0.15),0.15,1,6,37.7
0.33,5,MCA (delta=0.15),0.15,2,9,44.1
0.33,5,MCA (delta=0.15),0.15,3,12,52.9
0.33,5,MCA (delta=0.15),0.15,4,15,55.1
0.33,5,MCA (delta=0.15),0.15,5,18,57.8
0.33,5,MCA (delta=0.15),0.15,6,21,60.5
0.33,5,MCA (delta=0.15),0.15,7,24,63
0.33,5,MCA (delta=0.15),0.15,8,27,64.2
0.33,5,MCA (delta=0.15),0.15,9,30,65.9
0.33,5,MCA (delta=0.15),0.15,10,33,67.4
0.33,5,MCA (delta=0.15),0.15,11,36,67.2
0.33,5,MCA (delta=0.15),0.15,12,39,68.9
0.33,5,MCA (delta=0.15),0.15,13,42,69.2
0.33,5,MCA (delta=0.15),0.15,14,45,69.8
0.33,5,MCA (delta=0.15),0.15,15,48,70.7
0.33,5,MCA (delta=0.15),0.15,16,51,70.9
0.33,5,MCA (delta=0.15),0.15,17,54,70.8
0.33,5,MCA (delta=0.15),0.15,18,57,71.3
0.33,5,MCA (delta=0.15),0.15,19,60,71.9
0.33,5,MCA (delta=0.2),0.05,0,3,27
0.33,5,MCA (delta=0.2),0.05,1,6,25.4
0.33,5,MCA (delta=0.2),0.05,2,9,26.6
0.33,5,MCA (delta=0.2),0.05,3,12,27.1
0.33,5,MCA (delta=0.2),0.05,4,15,30.2
0.33,5,MCA (delta=0.2),0.05,5,18,31.7
0.33,5,MCA (delta=0.2),0.05,6,21,33.8
0.33,5,MCA (delta=0.2),0.05,7,24,34.4
0.33,5,MCA (delta=0.2),0.05,8,27,35.6
0.33,5,MCA (delta=0.2),0.05,9,30,34.9
0.33,5,MCA (delta=0.2),0.05,10,33,36.4
0.33,5,MCA (delta=0.2),0.05,11,36,37
0.33,5,MCA (delta=0.2),0.05,12,39,37.5
0.33,5,MCA (delta=0.2),0.05,13,42,37.8
0.33,5,MCA (delta=0.2),0.05,14,45,37.9
0.33,5,MCA (delta=0.2),0.05,15,48,38.6
0.33,5,MCA (delta=0.2),0.05,16,51,38.6
0.33,5,MCA (delta=0.2),0.05,17,54,39
0.33,5,MCA (delta=0.2),0.05,18,57,39.2
0.33,5,MCA (delta=0.2),0.05,19,60,39
0.33,5,MCA (delta=0.2),0.07,0,3,30.4
0.33,5,MCA (delta=0.2),0.07,1,6,33.2
0.33,5,MCA (delta=0.2),0.07,2,9,34
0.33,5,MCA (delta=0.2),0.07,3,12,33.8
0.33,5,MCA (delta=0.2),0.07,4,15,37.1
0.33,5,MCA (delta=0.2),0.07,5,18,40.2
0.33,5,MCA (delta=0.2),0.07,6,21,40.9
0.33,5,MCA (delta=0.2),0.07,7,24,43.9
0.33,5,MCA (delta=0.2),0.07,8,27,44.1
0.33,5,MCA (delta=0.2),0.07,9,30,44.8
0.33,5,MCA (delta=0.2),0.07,10,33,45.4
0.33,5,MCA (delta=0.2),0.07,11,36,45.5
0.33,5,MCA (delta=0.2),0.07,12,39,47.4
0.33,5,MCA (delta=0.2),0.07,13,42,47.4
0.33,5,MCA (delta=0.2),0.07,14,45,48.2
0.33,5,MCA (delta=0.2),0.07,15,48,48.6
0.33,5,MCA (delta=0.2),0.07,16,51,48.9
0.33,5,MCA (delta=0.2),0.07,17,54,49.2
0.33,5,MCA (delta=0.2),0.07,18,57,49.4
0.33,5,MCA (delta=0.2),0.07,19,60,49.9
0.33,5,MCA (delta=0.2),0.1,0,3,30.3
0.33,5,MCA (delta=0.2),0.1,1,6,36.7
0.33,5,MCA (delta=0.2),0.1,2,9,37.3
0.33,5,MCA (delta=0.2),0.1,3,12,41.6
0.33,5,MCA (delta=0.2),0.1,4,15,43.4
0.33,5,MCA (delta=0.2),0.1,5,18,45.6
0.33,5,MCA (delta=0.2),0.1,6,21,46.9
0.33,5,MCA (delta=0.2),0.1,7,24,50.4
0.33,5,MCA (delta=0.2),0.1,8,27,52
0.33,5,MCA (delta=0.2),0.1,9,30,53
0.33,5,MCA (delta=0.2),0.1,10,33,54.2
0.33,5,MCA (delta=0.2),0.1,11,36,55.2
0.33,5,MCA (delta=0.2),0.1,12,39,55.8
0.33,5,MCA (delta=0.2),0.1,13,42,56.9
0.33,5,MCA (delta=0.2),0.1,14,45,56.7
0.33,5,MCA (delta=0.2),0.1,15,48,57.5
0.33,5,MCA (delta=0.2),0.1,16,51,57.3
0.33,5,MCA (delta=0.2),0.1,17,54,57.6
0.33,5,MCA (delta=0.2),0.1,18,57,58.7
0.33,5,MCA (delta=0.2),0.1,19,60,59.4
0.33,5,MCA (delta=0.2),0.15,0,3,30.3
0.33,5,MCA (delta=0.2),0.15,1,6,37.3
0.33,5,MCA (delta=0.2),0.15,2,9,43.9
0.33,5,MCA (delta=0.2),0.15,3,12,52.9
0.33,5,MCA (delta=0.2),0.15,4,15,54.1
0.33,5,MCA (delta=0.2),0.15,5,18,58.5
0.33,5,MCA (delta=0.2),0.15,6,21,62
0.33,5,MCA (delta=0.2),0.15,7,24,62
0.33,5,MCA (delta=0.2),0.15,8,27,63.9
0.33,5,MCA (delta=0.2),0.15,9,30,64.8
0.33,5,MCA (delta=0.2),0.15,10,33,66.2
0.33,5,MCA (delta=0.2),0.15,11,36,66.9
0.33,5,MCA (delta=0.2),0.15,12,39,68.2
0.33,5,MCA (delta=0.2),0.15,13,42,68.8
0.33,5,MCA (delta=0.2),0.15,14,45,69.5
0.33,5,MCA (delta=0.2),0.15,15,48,70.5
0.33,5,MCA (delta=0.2),0.15,16,51,71.6
0.33,5,MCA (delta=0.2),0.15,17,54,71.7
0.33,5,MCA (delta=0.2),0.15,18,57,72.2
0.33,5,MCA (delta=0.2),0.15,19,60,72.8
0.33,5,MCA (random delta),0.05,0,3,26.7
0.33,5,MCA (random delta),0.05,1,6,26.8
0.33,5,MCA (random delta),0.05,2,9,28.4
0.33,5,MCA (random delta),0.05,3,12,31.6
0.33,5,MCA (random delta),0.05,4,15,31.9
0.33,5,MCA (random delta),0.05,5,18,34.8
0.33,5,MCA (random delta),0.05,6,21,35.9
0.33,5,MCA (random delta),0.05,7,24,37.1
0.33,5,MCA (random delta),0.05,8,27,39
0.33,5,MCA (random delta),0.05,9,30,39.2
0.33,5,MCA (random delta),0.05,10,33,40.1
0.33,5,MCA (random delta),0.05,11,36,40.3
0.33,5,MCA (random delta),0.05,12,39,41.7
0.33,5,MCA (random delta),0.05,13,42,41.8
0.33,5,MCA (random delta),0.05,14,45,42.5
0.33,5,MCA (random delta),0.05,15,48,42.5
0.33,5,MCA (random delta),0.05,16,51,43
0.33,5,MCA (random delta),0.05,17,54,43.8
0.33,5,MCA (random delta),0.05,18,57,44.6
0.33,5,MCA (random delta),0.05,19,60,44.5
0.33,5,MCA (random delta),0.07,0,3,28.2
0.33,5,MCA (random delta),0.07,1,6,32.4
0.33,5,MCA (random delta),0.07,2,9,34.3
0.33,5,MCA (random delta),0.07,3,12,35.3
0.33,5,MCA (random delta),0.07,4,15,38.5
0.33,5,MCA (random delta),0.07,5,18,38
0.33,5,MCA (random delta),0.07,6,21,41
0.33,5,MCA (random delta),0.07,7,24,42.3
0.33,5,MCA (random delta),0.07,8,27,45
0.33,5,MCA (random delta),0.07,9,30,45.8
0.33,5,MCA (random delta),0.07,10,33,47.4
0.33,5,MCA (random delta),0.07,11,36,47.8
0.33,5,MCA (random delta),0.07,12,39,48.1
0.33,5,MCA (random delta),0.07,13,42,49.9
0.33,5,MCA (random delta),0.07,14,45,50.4
0.33,5,MCA (random delta),0.07,15,48,50.3
0.33,5,MCA (random delta),0.07,16,51,51.2
0.33,5,MCA (random delta),0.07,17,54,52.1
0.33,5,MCA (random delta),0.07,18,57,52.1
0.33,5,MCA (random delta),0.07,19,60,52.2
0.33,5,MCA (random delta),0.1,0,3,30
0.33,5,MCA (random delta),0.1,1,6,35.8
0.33,5,MCA (random delta),0.1,2,9,37
0.33,5,MCA (random delta),0.1,3,12,40.9
0.33,5,MCA (random delta),0.1,4,15,45.8
0.33,5,MCA (random delta),0.1,5,18,46.3
0.33,5,MCA (random delta),0.1,6,21,48.5
0.33,5,MCA (random delta),0.1,7,24,50.2
0.33,5,MCA (random delta),0.1,8,27,52.5
0.33,5,MCA (random delta),0.1,9,30,52
0.33,5,MCA (random delta),0.1,10,33,53.1
0.33,5,MCA (random delta),0.1,11,36,54.1
0.33,5,MCA (random delta),0.1,12,39,55
0.33,5,MCA (random delta),0.1,13,42,55.9
0.33,5,MCA (random delta),0.1,14,45,56
0.33,5,MCA (random delta),0.1,15,48,57.4
0.33,5,MCA (random delta),0.1,16,51,59.3
0.33,5,MCA (random delta),0.1,17,54,59.2
0.33,5,MCA (random delta),0.1,18,57,60
0.33,5,MCA (random delta),0.1,19,60,60.3
0.33,5,MCA (random delta),0.15,0,3,29.5
0.33,5,MCA (random delta),0.15,1,6,37.8
0.33,5,MCA (random delta),0.15,2,9,43.4
0.33,5,MCA (random delta),0.15,3,12,48.3
0.33,5,MCA (random delta),0.15,4,15,53.2
0.33,5,MCA (random delta),0.15,5,18,56.8
0.33,5,MCA (random delta),0.15,6,21,58.1
0.33,5,MCA (random delta),0.15,7,24,60.8
0.33,5,MCA (random delta),0.15,8,27,62.6
0.33,5,MCA (random delta),0.15,9,30,64.4
0.33,5,MCA (random delta),0.15,10,33,64.7
0.33,5,MCA (random delta),0.15,11,36,68.3
0.33,5,MCA (random delta),0.15,12,39,68
0.33,5,MCA (random delta),0.15,13,42,69.7
0.33,5,MCA (random delta),0.15,14,45,69.8
0.33,5,MCA (random delta),0.15,15,48,70.3
0.33,5,MCA (random delta),0.15,16,51,70.8
0.33,5,MCA (random delta),0.15,17,54,71.5
0.33,5,MCA (random delta),0.15,18,57,72
0.33,5,MCA (random delta),0.15,19,60,72.6
0.33,7,MCA (delta=0.0),0.05,0,3,22.6
0.33,7,MCA (delta=0.0),0.05,1,6,24.6
0.33,7,MCA (delta=0.0),0.05,2,9,25.7
0.33,7,MCA (delta=0.0),0.05,3,12,27.8
0.33,7,MCA (delta=0.0),0.05,4,15,30
0.33,7,MCA (delta=0.0),0.05,5,18,31.1
0.33,7,MCA (delta=0.0),0.05,6,21,31.1
0.33,7,MCA (delta=0.0),0.05,7,24,32.3
0.33,7,MCA (delta=0.0),0.05,8,27,33.6
0.33,7,MCA (delta=0.0),0.05,9,30,34.6
0.33,7,MCA (delta=0.0),0.05,10,33,36.4
0.33,7,MCA (delta=0.0),0.05,11,36,35.9
0.33,7,MCA (delta=0.0),0.05,12,39,37.7
0.33,7,MCA (delta=0.0),0.05,13,42,38.7
0.33,7,MCA (delta=0.0),0.05,14,45,39.2
0.33,7,MCA (delta=0.0),0.05,15,48,39.5
0.33,7,MCA (delta=0.0),0.05,16,51,40.3
0.33,7,MCA (delta=0.0),0.05,17,54,39.2
0.33,7,MCA (delta=0.0),0.05,18,57,40.4
0.33,7,MCA (delta=0.0),0.05,19,60,41.6
0.33,7,MCA (delta=0.0),0.07,0,3,23.3
0.33,7,MCA (delta=0.0),0.07,1,6,28.1
0.33,7,MCA (delta=0.0),0.07,2,9,31
0.33,7,MCA (delta=0.0),0.07,3,12,32.6
0.33,7,MCA (delta=0.0),0.07,4,15,36.8
0.33,7,MCA (delta=0.0),0.07,5,18,36.5
0.33,7,MCA (delta=0.0),0.07,6,21,38.4
0.33,7,MCA (delta=0.0),0.07,7,24,38.6
0.33,7,MCA (delta=0.0),0.07,8,27,41.3
0.33,7,MCA (delta=0.0),0.07,9,30,41.5
0.33,7,MCA (delta=0.0),0.07,10,33,43.8
0.33,7,MCA (delta=0.0),0.07,11,36,45.8
0.33,7,MCA (delta=0.0),0.07,12,39,46.7
0.33,7,MCA (delta=0.0),0.07,13,42,47.6
0.33,7,MCA (delta=0.0),0.07,14,45,48.8
0.33,7,MCA (delta=0.0),0.07,15,48,48.5
0.33,7,MCA (delta=0.0),0.07,16,51,48.8
0.33,7,MCA (delta=0.0),0.07,17,54,49.7
0.33,7,MCA (delta=0.0),0.07,18,57,51.8
0.33,7,MCA (delta=0.0),0.07,19,60,50.5
0.33,7,MCA (delta=0.0),0.1,0,3,22
0.33,7,MCA (delta=0.0),0.1,1,6,28.5
0.33,7,MCA (delta=0.0),0.1,2,9,31.8
0.33,7,MCA (delta=0.0),0.1,3,12,34.8
0.33,7,MCA (delta=0.0),0.1,4,15,36.4
0.33,7,MCA (delta=0.0),0.1,5,18,43.5
0.33,7,MCA (delta=0.0),0.1,6,21,45
0.33,7,MCA (delta=0.0),0.1,7,24,47.5
0.33,7,MCA (delta=0.0),0.1,8,27,49
0.33,7,MCA (delta=0.0),0.1,9,30,50.3
0.33,7,MCA (delta=0.0),0.1,10,33,52.5
0.33,7,MCA (delta=0.0),0.1,11,36,53.1
0.33,7,MCA (delta=0.0),0.1,12,39,55
0.33,7,MCA (delta=0.0),0.1,13,42,57.4
0.33,7,MCA (delta=0.0),0.1,14,45,58.7
0.33,7,MCA (delta=0.0),0.1,15,48,59.2
0.33,7,MCA (delta=0.0),0.1,16,51,60.4
0.33,7,MCA (delta=0.0),0.1,17,54,60.5
0.33,7,MCA (delta=0.0),0.1,18,57,60.8
0.33,7,MCA (delta=0.0),0.1,19,60,62.5
0.33,7,MCA (delta=0.0),0.15,0,3,21.9
0.33,7,MCA (delta=0.0),0.15,1,6,30.5
0.33,7,MCA (delta=0.0),0.15,2,9,33.9
0.33,7,MCA (delta=0.0),0.15,3,12,39
0.33,7,MCA (delta=0.0),0.15,4,15,45.2
0.33,7,MCA (delta=0.0),0.15,5,18,53.7
0.33,7,MCA (delta=0.0),0.15,6,21,57.8
0.33,7,MCA (delta=0.0),0.15,7,24,60.5
0.33,7,MCA (delta=0.0),0.15,8,27,64.5
0.33,7,MCA (delta=0.0),0.15,9,30,65
0.33,7,MCA (delta=0.0),0.15,10,33,69.1
0.33,7,MCA (delta=0.0),0.15,11,36,68.7
0.33,7,MCA (delta=0.0),0.15,12,39,69.2
0.33,7,MCA (delta=0.0),0.15,13,42,70.9
0.33,7,MCA (delta=0.0),0.15,14,45,71.3
0.33,7,MCA (delta=0.0),0.15,15,48,72.3
0.33,7,MCA (delta=0.0),0.15,16,51,73.3
0.33,7,MCA (delta=0.0),0.15,17,54,72.5
0.33,7,MCA (delta=0.0),0.15,18,57,73.5
0.33,7,MCA (delta=0.0),0.15,19,60,74.3
0.33,7,MCA (delta=0.05),0.05,0,3,22.1
0.33,7,MCA (delta=0.05),0.05,1,6,23.5
0.33,7,MCA (delta=0.05),0.05,2,9,24.9
0.33,7,MCA (delta=0.05),0.05,3,12,27.3
0.33,7,MCA (delta=0.05),0.05,4,15,29.4
0.33,7,MCA (delta=0.05),0.05,5,18,30.4
0.33,7,MCA (delta=0.05),0.05,6,21,32.3
0.33,7,MCA (delta=0.05),0.05,7,24,32.6
0.33,7,MCA (delta=0.05),0.05,8,27,33.7
0.33,7,MCA (delta=0.05),0.05,9,30,33.9
0.33,7,MCA (delta=0.05),0.05,10,33,35.9
0.33,7,MCA (delta=0.05),0.05,11,36,35.8
0.33,7,MCA (delta=0.05),0.05,12,39,35.6
0.33,7,MCA (delta=0.05),0.05,13,42,37.7
0.33,7,MCA (delta=0.05),0.05,14,45,38.4
0.33,7,MCA (delta=0.05),0.05,15,48,39.5
0.33,7,MCA (delta=0.05),0.05,16,51,39.5
0.33,7,MCA (delta=0.05),0.05,17,54,39.4
0.33,7,MCA (delta=0.05),0.05,18,57,40.2
0.33,7,MCA (delta=0.05),0.05,19,60,40.7
0.33,7,MCA (delta=0.05),0.07,0,3,21.4
0.33,7,MCA (delta=0.05),0.07,1,6,25.7
0.33,7,MCA (delta=0.05),0.07,2,9,27.4
0.33,7,MCA (delta=0.05),0.07,3,12,30.7
0.33,7,MCA (delta=0.05),0.07,4,15,32.2
0.33,7,MCA (delta=0.05),0.07,5,18,34.8
0.33,7,MCA (delta=0.05),0.07,6,21,36.4
0.33,7,MCA (delta=0.05),0.07,7,24,39.5
0.33,7,MCA (delta=0.05),0.07,8,27,39.9
0.33,7,MCA (delta=0.05),0.07,9,30,40.5
0.33,7,MCA (delta=0.05),0.07,10,33,42.2
0.33,7,MCA (delta=0.05),0.07,11,36,44
0.33,7,MCA (delta=0.05),0.07,12,39,45.5
0.33,7,MCA (delta=0.05),0.07,13,42,46.8
0.33,7,MCA (delta=0.05),0.07,14,45,47.7
0.33,7,MCA (delta=0.05),0.07,15,48,47.8
0.33,7,MCA (delta=0.05),0.07,16,51,48.7
0.33,7,MCA (delta=0.05),0.07,17,54,48.2
0.33,7,MCA (delta=0.05),0.07,18,57,49.2
0.33,7,MCA (delta=0.05),0.07,19,60,49.4
0.33,7,MCA (delta=0.05),0.1,0,3,22.4
0.33,7,MCA (delta=0.05),0.1,1,6,25.5
0.33,7,MCA (delta=0.05),0.1,2,9,30.3
0.33,7,MCA (delta=0.05),0.1,3,12,34.6
0.33,7,MCA (delta=0.05),0.1,4,15,40.4
0.33,7,MCA (delta=0.05),0.1,5,18,42.7
0.33,7,MCA (delta=0.05),0.1,6,21,47.4
0.33,7,MCA (delta=0.05),0.1,7,24,47.8
0.33,7,MCA (delta=0.05),0.1,8,27,48.8
0.33,7,MCA (delta=0.05),0.1,9,30,52.1
0.33,7,MCA (delta=0.05),0.1,10,33,52.9
0.33,7,MCA (delta=0.05),0.1,11,36,54.2
0.33,7,MCA (delta=0.05),0.1,12,39,55
0.33,7,MCA (delta=0.05),0.1,13,42,56.2
0.33,7,MCA (delta=0.05),0.1,14,45,57.2
0.33,7,MCA (delta=0.05),0.1,15,48,57.8
0.33,7,MCA (delta=0.05),0.1,16,51,59
0.33,7,MCA (delta=0.05),0.1,17,54,60
0.33,7,MCA (delta=0.05),0.1,18,57,60
0.33,7,MCA (delta=0.05),0.1,19,60,60
0.33,7,MCA (delta=0.05),0.15,0,3,21.3
0.33,7,MCA (delta=0.05),0.15,1,6,30.8
0.33,7,MCA (delta=0.05),0.15,2,9,36.2
0.33,7,MCA (delta=0.05),0.15,3,12,39.2
0.33,7,MCA (delta=0.05),0.15,4,15,49.4
0.33,7,MCA (delta=0.05),0.15,5,18,53.6
0.33,7,MCA (delta=0.05),0.15,6,21,58.5
0.33,7,MCA (delta=0.05),0.15,7,24,60.2
0.33,7,MCA (delta=0.05),0.15,8,27,62.7
0.33,7,MCA (delta=0.05),0.15,9,30,65
0.33,7,MCA (delta=0.05),0.15,10,33,67.1
0.33,7,MCA (delta=0.05),0.15,11,36,68.7
0.33,7,MCA (delta=0.05),0.15,12,39,70.7
0.33,7,MCA (delta=0.05),0.15,13,42,70.2
0.33,7,MCA (delta=0.05),0.15,14,45,72.6
0.33,7,MCA (delta=0.05),0.15,15,48,73.5
0.33,7,MCA (delta=0.05),0.15,16,51,73.7
0.33,7,MCA (delta=0.05),0.15,17,54,74.9
0.33,7,MCA (delta=0.05),0.15,18,57,75
0.33,7,MCA (delta=0.05),0.15,19,60,75.1
0.33,7,MCA (delta=0.1),0.05,0,3,22.3
0.33,7,MCA (delta=0.1),0.05,1,6,24.5
0.33,7,MCA (delta=0.1),0.05,2,9,25
0.33,7,MCA (delta=0.1),0.05,3,12,26.9
0.33,7,MCA (delta=0.1),0.05,4,15,27
0.33,7,MCA (delta=0.1),0.05,5,18,28.3
0.33,7,MCA (delta=0.1),0.05,6,21,29.8
0.33,7,MCA (delta=0.1),0.05,7,24,30.1
0.33,7,MCA (delta=0.1),0.05,8,27,31.9
0.33,7,MCA (delta=0.1),0.05,9,30,33.2
0.33,7,MCA (delta=0.1),0.05,10,33,33.1
0.33,7,MCA (delta=0.1),0.05,11,36,35.8
0.33,7,MCA (delta=0.1),0.05,12,39,37.5
0.33,7,MCA (delta=0.1),0.05,13,42,38.6
0.33,7,MCA (delta=0.1),0.05,14,45,39.8
0.33,7,MCA (delta=0.1),0.05,15,48,39.2
0.33,7,MCA (delta=0.1),0.05,16,51,40.9
0.33,7,MCA (delta=0.1),0.05,17,54,41.4
0.33,7,MCA (delta=0.1),0.05,18,57,42.3
0.33,7,MCA (delta=0.1),0.05,19,60,42.9
0.33,7,MCA (delta=0.1),0.07,0,3,21
0.33,7,MCA (delta=0.1),0.07,1,6,26
0.33,7,MCA (delta=0.1),0.07,2,9,29.5
0.33,7,MCA (delta=0.1),0.07,3,12,31.5
0.33,7,MCA (delta=0.1),0.07,4,15,31.5
0.33,7,MCA (delta=0.1),0.07,5,18,34.2
0.33,7,MCA (delta=0.1),0.07,6,21,36.8
0.33,7,MCA (delta=0.1),0.07,7,24,38.9
0.33,7,MCA (delta=0.1),0.07,8,27,39.9
